ID,Position X,Position Y,Position Z,Volume_um3,Position X (voxels),Position Y (voxels),Position Z (voxels),uIntCh_1,uIntCh_2,uIntCh_3,uIntCh_4,SynapseStatus,TerminalStatus,XYZinROI?,CropX,CropY,ZStart,ZEnd
270,13.37,30.494,7.629,0.494,216.002,492.637,22,16210.9,9790,6841.61,6173.9,Synapse,NA,Yes,199.847,476.482,20,24
271,11.198,31.087,6.801,0.742,180.897,502.207,20,22883.4,13705.6,8472.68,15105.5,Synapse,NA,Yes,164.742,486.052,18,22
272,11.4,31.653,7.36,0.379,184.166,511.352,22,20547.699,13822.7,6603.91,16629.801,Synapse,NA,Yes,168.011,495.197,20,24
275,17.91,30.584,9.168,0.568,289.333,494.082,27,21250,11378.7,8057.11,18967.6,Synapse,NA,Yes,273.178,477.927,25,29
277,18.25,30.187,9.801,0.182,294.827,487.677,29,18391.1,9096.11,16261.3,18176,Synapse,NA,Yes,278.672,471.522,27,31
279,17.987,29.472,6.82,0.545,290.582,476.131,20,22411.6,14290,10827.8,8261.51,Synapse,NA,Yes,274.427,459.976,18,22
280,18.005,29.598,8.581,0.912,290.874,478.157,25,27006.4,10388.5,16452,10814.9,Synapse,NA,Yes,274.719,462.002,23,27
281,22.659,28.381,8.191,0.374,366.061,458.494,24,15845.3,13195.6,18777.1,7478.54,Synapse,NA,Yes,349.906,442.339,22,26
282,22.531,28.685,9.629,0.431,363.997,463.415,28,15140.9,10804.5,15683.8,7197.28,Synapse,NA,Yes,347.842,447.26,26,30
283,35.09,26.327,5.917,0.626,566.88,425.321,17,21237,13865,8425.72,10002.8,Synapse,NA,Yes,550.725,409.166,15,19
284,34.996,25.711,8.366,1.113,565.368,415.355,25,22979.4,15007.3,11369.9,13988.7,Synapse,NA,Yes,549.213,399.2,23,27
285,40.947,30.4,9.142,0.646,661.496,491.115,27,15805.4,10887.1,28001.699,9710.96,Synapse,NA,Yes,645.341,474.96,25,29
294,40.963,30.242,7.003,0.396,661.753,488.565,21,15451,11271.1,16114.4,9186.33,Synapse,NA,Yes,645.598,472.41,19,23
301,44.831,28.635,7.827,0.597,724.242,462.601,23,17869.801,9465.24,14064.1,7431.35,Synapse,NA,Yes,708.087,446.446,21,25
302,44.397,28.096,6.796,0.48,717.231,453.895,20,16610.199,8406.21,11213.9,6234.59,Synapse,NA,Yes,701.076,437.74,18,22
303,51.49,27.106,9.049,0.473,831.821,437.898,27,18407.801,8355.4,10143.7,11628.3,Synapse,NA,Yes,815.666,421.743,25,29
304,51.332,26.72,7.811,0.725,829.267,431.667,23,18571.9,7738.5,11781.6,5836.8,Synapse,NA,Yes,813.112,415.512,21,25
305,57.725,27.971,8.734,0.582,932.552,451.866,26,15666,10229.7,10984.3,9683.26,Synapse,NA,Yes,916.397,435.711,24,28
306,57.333,27.77,10.178,0.408,926.218,448.622,30,15212.6,9966.44,11325.1,14415.4,Synapse,NA,Yes,910.063,432.467,28,32
307,59.554,26.875,7.589,0.653,962.102,434.17,22,17009.699,10416,7992.77,8671.13,Synapse,NA,Yes,945.947,418.015,20,24
308,59.192,26.977,10.102,0.613,956.257,435.809,30,14118.5,7896.6,4969.7,9000.85,Synapse,NA,Yes,940.102,419.654,28,32
309,60.073,23.555,6.451,0.556,970.478,380.54,19,17350.1,12577.5,12333.7,6198.41,Synapse,NA,Yes,954.323,364.385,17,21
310,59.857,23.942,4.698,0.53,966.997,386.784,14,16998.199,13753.8,11973.7,5713.77,Synapse,NA,Yes,950.842,370.629,12,16
311,64.389,27.361,12.462,0.44,1040.21,442.015,37,15253,7642.89,11610.5,6747.09,Synapse,NA,Yes,1024.055,425.86,35,39
312,63.808,27.492,10.556,0.329,1030.821,444.132,31,15395.3,9572.34,14803.3,7589.9,Synapse,NA,Yes,1014.666,427.977,29,33
313,71.437,26.207,10.783,1.368,1154.069,423.37,32,22642.5,11903.5,14413.5,13259.8,Synapse,NA,Yes,1137.914,407.215,30,34
314,70.885,26.272,10.019,0.273,1145.15,424.425,29,18405,10940.6,14496.4,9347.41,Synapse,NA,Yes,1128.995,408.27,27,31
315,72.088,26.443,6.553,0.432,1164.588,427.187,19,15895.8,10727.8,10253.4,7168.34,Synapse,NA,Yes,1148.433,411.032,17,21
316,71.91,26.044,4.752,0.585,1161.714,420.735,14,18046.199,15843.4,11895.2,4480,Synapse,NA,Yes,1145.559,404.58,12,16
318,79.656,27.549,11.322,1.247,1286.856,445.048,33,22647.1,13047.2,15270,11233.3,Synapse,NA,Yes,1270.701,428.893,31,35
319,87.656,26.553,6.058,0.735,1416.082,428.968,18,21890,17203.301,18177.199,7236.98,Synapse,NA,Yes,1399.927,412.813,16,20
320,87.57,27.026,4.654,0.559,1414.7,436.607,14,21651.4,15544.1,16826.699,5862.78,Synapse,NA,Yes,1398.545,420.452,12,16
321,90.661,28.153,10.552,0.359,1464.63,454.813,31,16157.6,9972.03,12800.8,8756.28,Synapse,NA,Yes,1448.475,438.658,29,33
330,90.539,28.216,8.787,0.665,1462.674,455.84,26,19339.301,12176.4,14326.1,8985.01,Synapse,NA,Yes,1446.519,439.685,24,28
339,92.834,23.307,12.995,0.342,1499.738,376.532,38,15869.8,7425.53,14575.7,8163.13,Synapse,NA,Yes,1483.583,360.377,36,40
340,92.656,22.818,13.4,0.255,1496.867,368.627,39,15071.8,7030.39,12929,13991.4,Synapse,NA,Yes,1480.712,352.472,37,41
341,95.459,27.456,11.643,0.345,1542.153,443.549,34,19694,8116.87,13073.4,13366.8,Synapse,NA,Yes,1525.998,427.394,32,36
343,95.988,27.303,8.851,1.268,1550.701,441.087,26,28706.699,14852.9,15437.3,10822,Synapse,NA,Yes,1534.546,424.932,24,28
344,95.579,27.31,10.089,0.579,1544.092,441.189,30,23160.6,11525.9,18572.4,12963.8,Synapse,NA,Yes,1527.937,425.034,28,32
345,102.446,27.795,9.612,0.415,1655.024,449.024,28,14835.2,11092.9,12127.9,6520.34,Synapse,NA,Yes,1638.869,432.869,26,30
346,102.237,28.115,10.335,0.298,1651.648,454.202,30,15118.9,11468.4,13621.3,8317.82,Synapse,NA,Yes,1635.493,438.047,28,32
347,101.728,25.292,14.828,0.167,1643.425,408.595,44,13137.3,10652,17491.699,10200.2,Synapse,NA,Yes,1627.27,392.44,42,46
348,101.412,25.489,14.02,0.305,1638.32,411.777,41,13766,8869.57,14977.1,9192.69,Synapse,NA,Yes,1622.165,395.622,39,43
349,106.362,27.746,10.34,0.389,1718.288,448.237,30,16694.699,10658.6,8337.88,9300.8,Synapse,NA,Yes,1702.133,432.082,28,32
350,105.949,27.787,10.793,0.491,1711.615,448.903,32,17654.5,10781.5,9514.83,9580.7,Synapse,NA,Yes,1695.46,432.748,30,34
351,110.917,21.737,8.275,0.421,1791.874,351.171,24,15836.1,12506.6,10691.2,5466.12,Synapse,NA,Yes,1775.719,335.016,22,26
352,110.97,22.096,9.607,0.458,1792.73,356.964,28,17066.301,11022.4,13809.3,7218,Synapse,NA,Yes,1776.575,340.809,26,30
353,116.271,28.897,11.369,0.829,1878.368,466.834,33,20161.801,7303.15,14893.2,6865.27,Synapse,NA,Yes,1862.213,450.679,31,35
354,115.967,29.386,13.119,0.344,1873.457,474.727,39,17403.4,9199.21,15430.8,11407.7,Synapse,NA,Yes,1857.302,458.572,37,41
355,118.521,30.283,11.656,0.536,1914.717,489.228,34,20235.4,14275.8,10277.9,20646.4,Synapse,NA,Yes,1898.562,473.073,32,36
356,118.033,30.328,11.147,0.465,1906.834,489.947,33,20129.801,10543.5,9065.01,13896.7,Synapse,NA,Yes,1890.679,473.792,31,35
357,116.972,29.508,13.306,0.426,1889.693,476.698,39,19791.1,11935.7,17735.301,14588.3,Synapse,NA,Yes,1873.538,460.543,37,41
358,116.936,30.074,11.599,0.517,1889.111,485.845,34,19501.199,11247.1,13921.7,14177.7,Synapse,NA,Yes,1872.956,469.69,32,36
360,118.691,29.414,13.236,0.633,1917.464,475.192,39,22362.5,12158.5,13801,11290.6,Synapse,NA,Yes,1901.309,459.037,37,41
361,118.314,28.75,14.856,0.127,1911.373,464.465,44,15257.6,12166.1,16089.7,15244.7,Synapse,NA,Yes,1895.218,448.31,42,46
362,117.987,29.028,14.342,0.438,1906.09,468.958,42,17926.1,12733.4,14168.3,13634.4,Synapse,NA,Yes,1889.935,452.803,40,44
363,79.717,27.233,9.722,0.421,1287.83,439.958,29,24702.5,12799,15641.2,9019.62,Synapse,NA,Yes,1271.675,423.803,27,31
364,79.372,27.37,8.59,0.637,1282.27,442.158,25,22875.4,13822.1,11370.6,12682.7,Synapse,NA,Yes,1266.115,426.003,23,27
